outlet_id,mode,territory_id,Q_target_m3s,Q_target_mls
out_160,prescribed,0,1.7347764077807436e-07,0.17347764077807437
out_185,closed,0,0.0,0.0
out_321,prescribed,1,1.0437238952330091e-07,0.10437238952330091
out_414,prescribed,1,1.125801977787901e-07,0.11258019777879011
out_517,prescribed,1,1.234458658940483e-07,0.1234458658940483
out_643,prescribed,1,1.350949401152109e-07,0.13509494011521092
