scan,side,min_disk,min_cur,nl_disk,nl_cur,l20_disk,l20_cur,Qin_disk,Qin_cur
502,left,0.9874820149449072,0.9874820149449071,2,2,0.9940678031138002,0.9940678031138002,0.3014887782171758,0.3014887782171758
502,right,,,7,7,,,0.8701683061878679,0.8701683061878679
507,left,0.943445073595945,0.943445073595945,1,1,0.975862398710688,0.975862398710688,1.4724510657513643,1.4724510657513643
507,right,0.9453103597206194,0.9453103597206194,0,0,,,0.967439773157906,0.967439773157906
509,left,0.9361485624647484,0.9361485624647483,5,5,0.9636534886218918,0.9636534886218918,5.96500608318891,5.96500608318891
509,right,0.956771189918628,0.9567711899186281,5,5,,,4.692486255233824,4.692486255233824
512,left,0.9295407742076816,0.9295407742076817,2,2,0.9182875068317126,0.9182875068317126,1.5291532448781882,1.5291532448781882
512,right,0.935752357625098,0.935752357625098,1,1,,,1.4092196207510097,1.4092196207510097
527,left,0.9572953775956564,0.9575479265450958,8,7,0.9680170008895048,0.9682725961182336,1.4552802198490151,1.455343440762738
527,right,0.9503508571776008,0.953211867271577,7,5,0.9530007902204112,0.9558702724597551,1.8123358920805233,1.8182595525882388
543,left,0.8993617860118746,0.900518255477267,4,3,0.9262267639245194,0.9274200528936353,4.725268726956314,4.725769594120576
543,right,0.9278141389507184,0.9278141389507183,2,2,,,0.9742487777011798,0.9742487777011798
544,left,0.9561106197074932,0.9561106197074933,1,1,,,4.209957855867078,4.209957855867078
544,right,0.9329330409552824,0.9329330409552824,1,1,0.9689830183008568,0.9689830183008569,1.8233007160156365,1.8233007160156363
546,left,0.968771680455872,0.9687716804558719,2,2,,,0.6850329711707281,0.6850329711707281
546,right,0.920769526614673,0.920769526614673,0,0,,,0.737423292969164,0.737423292969164
549,left,0.9251421437671028,0.9251421437671029,2,2,0.953485207274681,0.953485207274681,1.6408284212088693,1.6408284212088693
549,right,0.954884653989166,0.9548846539891659,1,1,0.9698523259768616,0.9698523259768616,0.3195795690019848,0.3195795690019848
554,left,0.97160174910819,0.9716017491081899,0,0,,,0.6752915478109174,0.6752915478109174
554,right,0.9509212941750534,0.9509212941750534,0,0,,,0.4352547780005662,0.4352547780005662
569,left,0.9615769448502718,0.9615769448502718,5,5,0.973271112938696,0.9732711129386961,2.589746165303681,2.589746165303681
569,right,0.9183779856772482,0.9248334116503413,3,2,0.9559391792398846,0.9626755950928404,2.764616254786244,2.782204463577781
580,left,0.95024264373218,0.9502415637144318,8,6,0.9809326263784482,0.9816102958538659,1.8240792720289551,1.8248004958835027
580,right,0.9747366121391622,0.9747366121391622,0,0,,,0.4352855818865672,0.4352855818865672
593,left,0.9254918739120076,0.9254918739120075,2,2,0.935399934164048,0.935399934164048,1.8418344421521275,1.8418344421521275
593,right,0.922130561164444,0.922130561164444,1,1,,,0.9368337607718464,0.9368337607718463
616,left,0.969862024740932,0.9698619807053863,6,5,,,1.74494855068445,1.7449900073624982
616,right,0.92390829260054,0.92390829260054,0,0,,,1.8155943639755148,1.8155943639755148
618,left,0.94882984308819,0.9488298430881899,2,2,,,1.5727499612113758,1.5727499612113758
618,right,0.9739394986058004,0.9739394986058003,0,0,,,0.3752795392653387,0.37527953926533875
621,left,0.9450352467965628,0.9484110628640208,7,6,0.9450352467965628,0.9484110628640208,3.978210231835392,3.9804631734412452
621,right,0.9637917576463104,0.9637917576463104,0,0,,,1.9638879790935655,1.9638879790935655
625,left,0.9451158547095596,0.9451158547095595,3,3,,,2.577532262106086,2.577532262106086
625,right,0.940010838935219,0.940010838935219,3,3,0.9447734380698428,0.9447734380698427,2.6247693287045406,2.6247693287045406
645,left,0.9840659284705516,0.9840659284705515,4,4,0.9857551398355696,0.9857551398355696,1.42304948665833,1.4230494866583299
645,right,0.946984629464622,0.9469846294646221,0,0,,,1.7060509185179509,1.7060509185179509
657,left,0.975956152444464,0.9759561524444641,1,1,0.97373087927972,0.9737308792797199,0.8725000792645402,0.8725000792645402
