scan,side,vessel,loc,L_mm,why
941,left,LAD,mid,20,host r_fit 0.70 mm < 1.0
941,left,LCX,prox,10,host r_fit 0.61 mm < 1.0
941,left,LCX,prox,20,host r_fit 0.61 mm < 1.0
941,left,LCX,mid,10,window outside same-label vessel
941,left,LCX,mid,20,window outside same-label vessel
941,right,RCA,prox,10,host r_fit 0.99 mm < 1.0
941,right,RCA,prox,20,host r_fit 0.99 mm < 1.0
941,right,RCA,mid,10,host r_fit 0.96 mm < 1.0
941,right,RCA,mid,20,host r_fit 0.96 mm < 1.0
947,left,LCX,prox,10,native 52%DS >= 40
947,left,LCX,prox,20,native 52%DS >= 40
947,left,LCX,mid,10,host r_fit 0.91 mm < 1.0
947,left,LCX,mid,20,host r_fit 0.91 mm < 1.0
952,left,LAD,prox,10,host r_fit 0.99 mm < 1.0
952,left,LAD,prox,20,host r_fit 0.99 mm < 1.0
952,left,LAD,mid,10,host r_fit 0.80 mm < 1.0
952,left,LAD,mid,20,host r_fit 0.80 mm < 1.0
952,left,LCX,prox,10,window outside same-label vessel
952,left,LCX,prox,20,window outside same-label vessel
952,left,LCX,mid,10,window outside same-label vessel
952,left,LCX,mid,20,window outside same-label vessel
954,left,LAD,mid,10,host r_fit 0.90 mm < 1.0
954,left,LAD,mid,20,host r_fit 0.90 mm < 1.0
954,left,LCX,prox,10,host r_fit 0.77 mm < 1.0
954,left,LCX,prox,20,host r_fit 0.77 mm < 1.0
954,left,LCX,mid,10,host r_fit 0.63 mm < 1.0
954,left,LCX,mid,20,window outside same-label vessel
958,left,LAD,mid,10,host r_fit 0.97 mm < 1.0
958,left,LAD,mid,20,host r_fit 0.97 mm < 1.0
958,left,LCX,prox,10,host r_fit 0.84 mm < 1.0
958,left,LCX,prox,20,host r_fit 0.84 mm < 1.0
958,left,LCX,mid,10,host r_fit 0.74 mm < 1.0
958,left,LCX,mid,20,host r_fit 0.74 mm < 1.0
973,left,LAD,prox,10,host r_fit 0.97 mm < 1.0
973,left,LAD,prox,20,host r_fit 0.97 mm < 1.0
973,left,LAD,mid,10,host r_fit 0.84 mm < 1.0
973,left,LAD,mid,20,host r_fit 0.84 mm < 1.0
973,left,LCX,mid,10,run-off < 20 mm
973,left,LCX,mid,20,run-off < 20 mm
980,left,LCX,mid,10,host r_fit 0.97 mm < 1.0
980,left,LCX,mid,20,window outside same-label vessel
984,left,LCX,mid,10,measurement node unresolved
984,left,LCX,mid,20,run-off < 20 mm
985,left,LCX,prox,10,host r_fit 0.85 mm < 1.0
985,left,LCX,prox,20,host r_fit 0.85 mm < 1.0
985,left,LCX,mid,10,host r_fit 0.81 mm < 1.0
985,left,LCX,mid,20,host r_fit 0.81 mm < 1.0
993,left,LAD,prox,10,native 58%DS >= 40
993,left,LAD,prox,20,native 58%DS >= 40
993,left,LCX,mid,10,measurement node unresolved
993,left,LCX,mid,20,measurement node unresolved
993,right,RCA,prox,10,native 49%DS >= 40
993,right,RCA,prox,20,native 49%DS >= 40
993,right,RCA,mid,10,native 49%DS >= 40
993,right,RCA,mid,20,native 49%DS >= 40
995,left,LAD,-,-,vessel absent
995,left,LCX,prox,10,host r_fit 0.71 mm < 1.0
995,left,LCX,prox,20,host r_fit 0.71 mm < 1.0
995,left,LCX,mid,10,host r_fit 0.61 mm < 1.0
995,left,LCX,mid,20,host r_fit 0.61 mm < 1.0
995,right,RCA,prox,20,native 40%DS >= 40
995,right,RCA,mid,10,host r_fit 0.97 mm < 1.0
995,right,RCA,mid,20,host r_fit 0.97 mm < 1.0
997,left,LAD,prox,10,native 41%DS >= 40
997,left,LAD,prox,20,native 41%DS >= 40
997,left,LAD,mid,10,host r_fit 0.89 mm < 1.0
997,left,LAD,mid,20,host r_fit 0.89 mm < 1.0
997,left,LCX,prox,10,host r_fit 0.93 mm < 1.0
997,left,LCX,prox,20,host r_fit 0.93 mm < 1.0
997,left,LCX,mid,10,host r_fit 0.85 mm < 1.0
997,left,LCX,mid,20,host r_fit 0.85 mm < 1.0
