territory_id,root_tree_node,root_clean_node,Q_clean_surviving_mls,Q_clean_full_territory_mls,n_outlets
0,33,33,0.17347764077807437,0.17347764077807437,2
1,117,117,0.47549339331135015,0.47549339331135015,4
