run_id,terr_id,root_node,root_xyz_mm,Q_target_mls,Q_achieved_mls,residual,sum_w,n_nodes,n_outlets,contains_lesion,contains_error
335_left_LAD_prox_10mm_70ds_leaky_T3_stenosis_length_C_flowmatched,1,67,32.9534;-148.8756;-187.5962,2.2805152427657562,2.285594759736059,0.0022273549744585715,5.878650591553704e-09,286,2,False,False
335_left_LAD_prox_10mm_70ds_leaky_T4_taper_A_fixed,0,12,33.0306;-149.5373;-187.1643,2.9987223110131884,2.9382544710182503,-0.020164534666268438,8.546307723218409e-09,477,2,True,False
335_left_LAD_prox_10mm_70ds_leaky_T4_taper_A_fixed,1,67,32.9534;-148.8756;-187.5962,2.2805152427657562,2.28054214229666,1.1795374308027248e-05,5.878650591553704e-09,286,2,False,False
335_left_LAD_prox_10mm_70ds_leaky_T4_taper_B_rederived,0,12,33.0306;-149.5373;-187.1643,2.9987223110131884,3.074055583428932,0.02512179008342073,8.546307723218409e-09,477,2,True,False
335_left_LAD_prox_10mm_70ds_leaky_T4_taper_B_rederived,1,67,32.9534;-148.8756;-187.5962,2.2805152427657562,2.2746510488742717,-0.0025714337626494815,5.878650591553704e-09,286,2,False,False
335_left_LAD_prox_10mm_70ds_leaky_T4_taper_C_flowmatched,0,12,33.0306;-149.5373;-187.1643,2.9987223110131884,3.041937891173528,0.01441133111979902,8.546307723218409e-09,477,2,True,False
335_left_LAD_prox_10mm_70ds_leaky_T4_taper_C_flowmatched,1,67,32.9534;-148.8756;-187.5962,2.2805152427657562,2.249091348650925,-0.013779295803662824,5.878650591553704e-09,286,2,False,False
335_left_LAD_prox_10mm_70ds_discrete_clean_none,0,12,33.0306;-149.5373;-187.1643,1.063397013459988,1.063397013459988,0.0,5.396702643410715e-09,424,2,True,False
335_left_LAD_prox_10mm_70ds_discrete_clean_none,1,67,32.9534;-148.8756;-187.5962,2.9435770284588183,2.9435770284588183,0.0,5.589781300682411e-09,261,2,False,False
335_left_LAD_prox_10mm_70ds_discrete_T2_truncation_A_fixed,0,12,33.0306;-149.5373;-187.1643,1.063397013459988,0.8564040983222322,-0.19465252630742336,1.2804258431069557e-08,261,2,True,True
335_left_LAD_prox_10mm_70ds_discrete_T2_truncation_A_fixed,1,67,32.9534;-148.8756;-187.5962,2.9435770284588183,2.9436880021977183,3.770030062983761e-05,5.589781300682411e-09,261,2,False,False
335_left_LAD_prox_10mm_70ds_discrete_T2_truncation_B_rederived,0,12,33.0306;-149.5373;-187.1643,1.063397013459988,1.189741708984424,0.11881234752893155,1.2804258431069557e-08,261,2,True,True
335_left_LAD_prox_10mm_70ds_discrete_T2_truncation_B_rederived,1,67,32.9534;-148.8756;-187.5962,2.9435770284588183,1.8376527361832913,-0.3757076107006314,5.589781300682411e-09,261,2,False,False
335_left_LAD_prox_10mm_70ds_discrete_T2_truncation_C_flowmatched,0,12,33.0306;-149.5373;-187.1643,1.063397013459988,1.2716514233085863,0.19583881392613509,1.2804258431069557e-08,261,2,True,True
335_left_LAD_prox_10mm_70ds_discrete_T2_truncation_C_flowmatched,1,67,32.9534;-148.8756;-187.5962,2.9435770284588183,2.8555861593769807,-0.029892497539942962,5.589781300682411e-09,261,2,False,False
335_left_LAD_prox_10mm_70ds_discrete_T3_stenosis_length_A_fixed,0,12,33.0306;-149.5373;-187.1643,1.063397013459988,1.0410912755932482,-0.020975926755862597,5.396702643410715e-09,424,2,True,False
335_left_LAD_prox_10mm_70ds_discrete_T3_stenosis_length_A_fixed,1,67,32.9534;-148.8756;-187.5962,2.9435770284588183,2.943588987112986,4.062626543192147e-06,5.589781300682411e-09,261,2,False,False
335_left_LAD_prox_10mm_70ds_discrete_T3_stenosis_length_B_rederived,0,12,33.0306;-149.5373;-187.1643,1.063397013459988,1.0410912755932482,-0.020975926755862597,5.396702643410715e-09,424,2,True,False
335_left_LAD_prox_10mm_70ds_discrete_T3_stenosis_length_B_rederived,1,67,32.9534;-148.8756;-187.5962,2.9435770284588183,2.943588987112986,4.062626543192147e-06,5.589781300682411e-09,261,2,False,False
335_left_LAD_prox_10mm_70ds_discrete_T3_stenosis_length_C_flowmatched,0,12,33.0306;-149.5373;-187.1643,1.063397013459988,1.0425417649388924,-0.019611911879683107,5.396702643410715e-09,424,2,True,False
335_left_LAD_prox_10mm_70ds_discrete_T3_stenosis_length_C_flowmatched,1,67,32.9534;-148.8756;-187.5962,2.9435770284588183,2.9587785253364243,0.00516429389502509,5.589781300682411e-09,261,2,False,False
335_left_LAD_prox_10mm_70ds_discrete_T4_taper_A_fixed,0,12,33.0306;-149.5373;-187.1643,1.063397013459988,0.908630718767474,-0.14553952355851454,4.4493147810431e-09,424,2,True,False
335_left_LAD_prox_10mm_70ds_discrete_T4_taper_A_fixed,1,67,32.9534;-148.8756;-187.5962,2.9435770284588183,2.943660002338477,2.8188112237626662e-05,5.589781300682411e-09,261,2,False,False
335_left_LAD_prox_10mm_70ds_discrete_T4_taper_B_rederived,0,12,33.0306;-149.5373;-187.1643,1.063397013459988,0.8975158808902427,-0.15599172319472265,4.4493147810431e-09,424,2,True,False
335_left_LAD_prox_10mm_70ds_discrete_T4_taper_B_rederived,1,67,32.9534;-148.8756;-187.5962,2.9435770284588183,3.1700242695697574,0.07692927309923364,5.589781300682411e-09,261,2,False,False
335_left_LAD_prox_10mm_70ds_discrete_T4_taper_C_flowmatched,0,12,33.0306;-149.5373;-187.1643,1.063397013459988,0.8882625637279683,-0.16469338122568397,4.4493147810431e-09,424,2,True,False
335_left_LAD_prox_10mm_70ds_discrete_T4_taper_C_flowmatched,1,67,32.9534;-148.8756;-187.5962,2.9435770284588183,3.0501056721757105,0.036190200795481645,5.589781300682411e-09,261,2,False,False
368_left_LAD_mid_10mm_80ds_leaky_clean_none,0,28,14.0705;-154.2177;-149.0396,1.6733300931856492,1.6733300931856492,0.0,5.5149053774638295e-09,418,3,True,False
368_left_LAD_mid_10mm_80ds_leaky_clean_none,1,36,14.4162;-153.4419;-149.1052,1.0022921138269831,1.0022921138269831,0.0,3.1099126693610983e-09,433,3,False,False
368_left_LAD_mid_10mm_80ds_leaky_T2_truncation_A_fixed,0,28,14.0705;-154.2177;-149.0396,1.6733300931856492,1.5209140459415078,-0.09108546357041553,5.298319923926249e-09,299,3,True,True
368_left_LAD_mid_10mm_80ds_leaky_T2_truncation_A_fixed,1,36,14.4162;-153.4419;-149.1052,1.0022921138269831,1.0024554453241539,0.00016295797893400374,3.1099126693610983e-09,433,3,False,False
368_left_LAD_mid_10mm_80ds_leaky_T2_truncation_B_rederived,0,28,14.0705;-154.2177;-149.0396,1.6733300931856492,1.639968524700939,-0.019937230926862278,5.298319923926249e-09,299,3,True,True
368_left_LAD_mid_10mm_80ds_leaky_T2_truncation_B_rederived,1,36,14.4162;-153.4419;-149.1052,1.0022921138269831,1.0217866556725383,0.019449960322565654,3.1099126693610983e-09,433,3,False,False
368_left_LAD_mid_10mm_80ds_leaky_T2_truncation_C_flowmatched,0,28,14.0705;-154.2177;-149.0396,1.6733300931856492,1.6389413638896606,-0.020551073237749573,5.298319923926249e-09,299,3,True,True
368_left_LAD_mid_10mm_80ds_leaky_T2_truncation_C_flowmatched,1,36,14.4162;-153.4419;-149.1052,1.0022921138269831,1.021113308884874,0.018778153392853974,3.1099126693610983e-09,433,3,False,False
368_left_LAD_mid_10mm_80ds_leaky_T3_stenosis_length_A_fixed,0,28,14.0705;-154.2177;-149.0396,1.6733300931856492,1.6650280268660234,-0.004961403821896577,5.514905377463829e-09,418,3,True,False
368_left_LAD_mid_10mm_80ds_leaky_T3_stenosis_length_A_fixed,1,36,14.4162;-153.4419;-149.1052,1.0022921138269831,1.0023010104553354,8.876282901645536e-06,3.1099126693610983e-09,433,3,False,False
368_left_LAD_mid_10mm_80ds_leaky_T3_stenosis_length_B_rederived,0,28,14.0705;-154.2177;-149.0396,1.6733300931856492,1.6650280268660234,-0.004961403821896577,5.514905377463829e-09,418,3,True,False
368_left_LAD_mid_10mm_80ds_leaky_T3_stenosis_length_B_rederived,1,36,14.4162;-153.4419;-149.1052,1.0022921138269831,1.0023010104553354,8.876282901645536e-06,3.1099126693610983e-09,433,3,False,False
368_left_LAD_mid_10mm_80ds_leaky_T3_stenosis_length_C_flowmatched,0,28,14.0705;-154.2177;-149.0396,1.6733300931856492,1.6689416376250403,-0.0026225880825785975,5.514905377463829e-09,418,3,True,False
368_left_LAD_mid_10mm_80ds_leaky_T3_stenosis_length_C_flowmatched,1,36,14.4162;-153.4419;-149.1052,1.0022921138269831,1.0047788029334772,0.0024810023666647315,3.1099126693610983e-09,433,3,False,False
368_left_LAD_mid_10mm_80ds_leaky_T4_taper_A_fixed,0,28,14.0705;-154.2177;-149.0396,1.6733300931856492,1.6579192506448155,-0.009209684690182634,5.346755840021583e-09,418,3,True,False
368_left_LAD_mid_10mm_80ds_leaky_T4_taper_A_fixed,1,36,14.4162;-153.4419;-149.1052,1.0022921138269831,1.002308628334684,1.647674113475892e-05,3.1099126693610983e-09,433,3,False,False
368_left_LAD_mid_10mm_80ds_leaky_T4_taper_B_rederived,0,28,14.0705;-154.2177;-149.0396,1.6733300931856492,1.6642413358957282,-0.005431538778232337,5.346755840021583e-09,418,3,True,False
368_left_LAD_mid_10mm_80ds_leaky_T4_taper_B_rederived,1,36,14.4162;-153.4419;-149.1052,1.0022921138269831,1.0179810299984386,0.015653037627475486,3.1099126693610983e-09,433,3,False,False
368_left_LAD_mid_10mm_80ds_leaky_T4_taper_C_flowmatched,0,28,14.0705;-154.2177;-149.0396,1.6733300931856492,1.655435453349109,-0.010694028577752347,5.346755840021583e-09,418,3,True,False
368_left_LAD_mid_10mm_80ds_leaky_T4_taper_C_flowmatched,1,36,14.4162;-153.4419;-149.1052,1.0022921138269831,1.012371078897938,0.010055915767381657,3.1099126693610983e-09,433,3,False,False
368_left_LAD_mid_10mm_80ds_discrete_clean_none,0,28,14.0705;-154.2177;-149.0396,1.3165390524826273,1.3165390524826273,0.0,1.1246986884080997e-08,398,3,True,False
368_left_LAD_mid_10mm_80ds_discrete_clean_none,1,36,14.4162;-153.4419;-149.1052,1.4019847604907258,1.4019847604907258,0.0,8.256034260101338e-09,399,3,False,False
368_left_LAD_mid_10mm_80ds_discrete_T2_truncation_A_fixed,0,28,14.0705;-154.2177;-149.0396,1.3165390524826273,0.9953358982341055,-0.24397540934529954,1.591813601313163e-08,279,3,True,True
368_left_LAD_mid_10mm_80ds_discrete_T2_truncation_A_fixed,1,36,14.4162;-153.4419;-149.1052,1.4019847604907258,1.402465994471347,0.0003432519341028019,8.256034260101338e-09,399,3,False,False
368_left_LAD_mid_10mm_80ds_discrete_T2_truncation_B_rederived,0,28,14.0705;-154.2177;-149.0396,1.3165390524826273,1.1474980080748702,-0.12839804796446602,1.591813601313163e-08,279,3,True,True
368_left_LAD_mid_10mm_80ds_discrete_T2_truncation_B_rederived,1,36,14.4162;-153.4419;-149.1052,1.4019847604907258,1.133645960071786,-0.1913992277098755,8.256034260101338e-09,399,3,False,False
368_left_LAD_mid_10mm_80ds_discrete_T2_truncation_C_flowmatched,0,28,14.0705;-154.2177;-149.0396,1.3165390524826273,1.341138335191204,0.018684810497789184,1.591813601313163e-08,279,3,True,True
368_left_LAD_mid_10mm_80ds_discrete_T2_truncation_C_flowmatched,1,36,14.4162;-153.4419;-149.1052,1.4019847604907258,1.3800255429653856,-0.01566295022896978,8.256034260101338e-09,399,3,False,False
368_left_LAD_mid_10mm_80ds_discrete_T3_stenosis_length_A_fixed,0,28,14.0705;-154.2177;-149.0396,1.3165390524826273,1.3016451818186048,-0.011312896974789268,1.1246986884080994e-08,398,3,True,False
368_left_LAD_mid_10mm_80ds_discrete_T3_stenosis_length_A_fixed,1,36,14.4162;-153.4419;-149.1052,1.4019847604907258,1.4020070748313949,1.5916250517066833e-05,8.256034260101338e-09,399,3,False,False
368_left_LAD_mid_10mm_80ds_discrete_T3_stenosis_length_B_rederived,0,28,14.0705;-154.2177;-149.0396,1.3165390524826273,1.3016451818186048,-0.011312896974789268,1.1246986884080994e-08,398,3,True,False
368_left_LAD_mid_10mm_80ds_discrete_T3_stenosis_length_B_rederived,1,36,14.4162;-153.4419;-149.1052,1.4019847604907258,1.4020070748313949,1.5916250517066833e-05,8.256034260101338e-09,399,3,False,False
368_left_LAD_mid_10mm_80ds_discrete_T3_stenosis_length_C_flowmatched,0,28,14.0705;-154.2177;-149.0396,1.3165390524826273,1.3079319202717679,-0.0065376960862867746,1.1246986884080994e-08,398,3,True,False
368_left_LAD_mid_10mm_80ds_discrete_T3_stenosis_length_C_flowmatched,1,36,14.4162;-153.4419;-149.1052,1.4019847604907258,1.4098294901824922,0.005595445765773063,8.256034260101338e-09,399,3,False,False
368_left_LAD_mid_10mm_80ds_discrete_T4_taper_A_fixed,0,28,14.0705;-154.2177;-149.0396,1.3165390524826273,1.2820230812531916,-0.02621720272129272,9.988185446740574e-09,398,3,True,False
368_left_LAD_mid_10mm_80ds_discrete_T4_taper_A_fixed,1,36,14.4162;-153.4419;-149.1052,1.4019847604907258,1.4020364731155628,3.688529739709994e-05,8.256034260101338e-09,399,3,False,False
368_left_LAD_mid_10mm_80ds_discrete_T4_taper_B_rederived,0,28,14.0705;-154.2177;-149.0396,1.3165390524826273,1.338023296481622,0.016318728987553693,9.988185446740574e-09,398,3,True,False
368_left_LAD_mid_10mm_80ds_discrete_T4_taper_B_rederived,1,36,14.4162;-153.4419;-149.1052,1.4019847604907258,1.489560968299194,0.0624658771453511,8.256034260101338e-09,399,3,False,False
368_left_LAD_mid_10mm_80ds_discrete_T4_taper_C_flowmatched,0,28,14.0705;-154.2177;-149.0396,1.3165390524826273,1.2882685206460505,-0.021473371248096687,9.988185446740574e-09,398,3,True,False
368_left_LAD_mid_10mm_80ds_discrete_T4_taper_C_flowmatched,1,36,14.4162;-153.4419;-149.1052,1.4019847604907258,1.4277978858460705,0.018411844467060717,8.256034260101338e-09,399,3,False,False
621_left_LAD_mid_20mm_80ds_leaky_clean_none,0,32,41.9639;-163.8740;139.0580,1.6076394664096496,1.6076394664096496,0.0,7.793922471337416e-09,522,5,False,False
621_left_LAD_mid_20mm_80ds_leaky_clean_none,1,55,41.8434;-164.6590;139.7400,1.973189556758306,1.973189556758306,0.0,9.825478311169745e-09,537,4,True,False
621_left_LAD_mid_20mm_80ds_leaky_T2_truncation_A_fixed,0,32,41.9639;-163.8740;139.0580,1.6076394664096496,1.6078143023174845,0.00010875318222029153,7.793922471337416e-09,522,5,False,False
621_left_LAD_mid_20mm_80ds_leaky_T2_truncation_A_fixed,1,55,41.8434;-164.6590;139.7400,1.973189556758306,1.8606552605000921,-0.05703167030900623,9.838898514744708e-09,406,4,True,True
621_left_LAD_mid_20mm_80ds_leaky_T2_truncation_B_rederived,0,32,41.9639;-163.8740;139.0580,1.6076394664096496,1.6056697579812254,-0.0012252177615563896,7.793922471337416e-09,522,5,False,False
621_left_LAD_mid_20mm_80ds_leaky_T2_truncation_B_rederived,1,55,41.8434;-164.6590;139.7400,1.973189556758306,1.9756311184978486,0.0012373680628806805,9.838898514744708e-09,406,4,True,True
621_left_LAD_mid_20mm_80ds_leaky_T2_truncation_C_flowmatched,0,32,41.9639;-163.8740;139.0580,1.6076394664096496,1.6056757954260021,-0.0012214622896966109,7.793922471337416e-09,522,5,False,False
621_left_LAD_mid_20mm_80ds_leaky_T2_truncation_C_flowmatched,1,55,41.8434;-164.6590;139.7400,1.973189556758306,1.9756384116963974,0.0012410642098240239,9.838898514744708e-09,406,4,True,True
621_left_LAD_mid_20mm_80ds_leaky_T3_stenosis_length_A_fixed,0,32,41.9639;-163.8740;139.0580,1.6076394664096496,1.6076455733196957,3.7986813422929697e-06,7.793922471337416e-09,522,5,False,False
621_left_LAD_mid_20mm_80ds_leaky_T3_stenosis_length_A_fixed,1,55,41.8434;-164.6590;139.7400,1.973189556758306,1.969258803415585,-0.0019920809580904275,9.825478311169745e-09,537,4,True,False
621_left_LAD_mid_20mm_80ds_leaky_T3_stenosis_length_B_rederived,0,32,41.9639;-163.8740;139.0580,1.6076394664096496,1.6076455733196957,3.7986813422929697e-06,7.793922471337416e-09,522,5,False,False
621_left_LAD_mid_20mm_80ds_leaky_T3_stenosis_length_B_rederived,1,55,41.8434;-164.6590;139.7400,1.973189556758306,1.969258803415585,-0.0019920809580904275,9.825478311169745e-09,537,4,True,False
621_left_LAD_mid_20mm_80ds_leaky_T3_stenosis_length_C_flowmatched,0,32,41.9639;-163.8740;139.0580,1.6076394664096496,1.6092433742101144,0.0009976787917795932,7.793922471337416e-09,522,5,False,False
621_left_LAD_mid_20mm_80ds_leaky_T3_stenosis_length_C_flowmatched,1,55,41.8434;-164.6590;139.7400,1.973189556758306,1.971179293497142,-0.0010187887191470805,9.825478311169745e-09,537,4,True,False
621_left_LAD_mid_20mm_80ds_leaky_T4_taper_A_fixed,0,32,41.9639;-163.8740;139.0580,1.6076394664096496,1.607655995212386,1.0281411399560867e-05,7.793922471337416e-09,522,5,False,False
621_left_LAD_mid_20mm_80ds_leaky_T4_taper_A_fixed,1,55,41.8434;-164.6590;139.7400,1.973189556758306,1.9625506828204073,-0.005391714091258896,9.717387387092142e-09,537,4,True,False
621_left_LAD_mid_20mm_80ds_leaky_T4_taper_B_rederived,0,32,41.9639;-163.8740;139.0580,1.6076394664096496,1.6164484235114824,0.005479435710486723,7.793922471337416e-09,522,5,False,False
621_left_LAD_mid_20mm_80ds_leaky_T4_taper_B_rederived,1,55,41.8434;-164.6590;139.7400,1.973189556758306,1.9685989865356184,-0.0023264719838825038,9.717387387092142e-09,537,4,True,False
621_left_LAD_mid_20mm_80ds_leaky_T4_taper_C_flowmatched,0,32,41.9639;-163.8740;139.0580,1.6076394664096496,1.6138085088525707,0.0038373295579129337,7.793922471337416e-09,522,5,False,False
621_left_LAD_mid_20mm_80ds_leaky_T4_taper_C_flowmatched,1,55,41.8434;-164.6590;139.7400,1.973189556758306,1.9654351516066857,-0.003929883535548355,9.717387387092142e-09,537,4,True,False
621_left_LAD_mid_20mm_80ds_discrete_clean_none,0,32,41.9639;-163.8740;139.0580,1.8749336204322287,1.8749336204322287,0.0,1.5925807210329505e-08,512,5,False,False
621_left_LAD_mid_20mm_80ds_discrete_clean_none,1,55,41.8434;-164.6590;139.7400,1.489792681382129,1.489792681382129,0.0,1.7162701180129355e-08,519,4,True,False
621_left_LAD_mid_20mm_80ds_discrete_T2_truncation_A_fixed,0,32,41.9639;-163.8740;139.0580,1.8749336204322287,1.8753831587621153,0.0002397622641078014,1.5925807210329505e-08,512,5,False,False
621_left_LAD_mid_20mm_80ds_discrete_T2_truncation_A_fixed,1,55,41.8434;-164.6590;139.7400,1.489792681382129,1.2409052937473477,-0.16706176016644167,1.9615701021950828e-08,388,4,True,True
621_left_LAD_mid_20mm_80ds_discrete_T2_truncation_B_rederived,0,32,41.9639;-163.8740;139.0580,1.8749336204322287,1.7321917471447128,-0.0761316943341224,1.5925807210329505e-08,512,5,False,False
621_left_LAD_mid_20mm_80ds_discrete_T2_truncation_B_rederived,1,55,41.8434;-164.6590;139.7400,1.489792681382129,1.4173342222834497,-0.048636605619150446,1.9615701021950828e-08,388,4,True,True
621_left_LAD_mid_20mm_80ds_discrete_T2_truncation_C_flowmatched,0,32,41.9639;-163.8740;139.0580,1.8749336204322287,1.8568383953547545,-0.009651128381442439,1.5925807210329505e-08,512,5,False,False
621_left_LAD_mid_20mm_80ds_discrete_T2_truncation_C_flowmatched,1,55,41.8434;-164.6590;139.7400,1.489792681382129,1.5058820866396825,0.010799761241025151,1.9615701021950828e-08,388,4,True,True
621_left_LAD_mid_20mm_80ds_discrete_T3_stenosis_length_A_fixed,0,32,41.9639;-163.8740;139.0580,1.8749336204322287,1.8749513490442853,9.455594514613829e-06,1.5925807210329505e-08,512,5,False,False
621_left_LAD_mid_20mm_80ds_discrete_T3_stenosis_length_A_fixed,1,55,41.8434;-164.6590;139.7400,1.489792681382129,1.4799772219604228,-0.006588473379128154,1.7162701180129355e-08,519,4,True,False
621_left_LAD_mid_20mm_80ds_discrete_T3_stenosis_length_B_rederived,0,32,41.9639;-163.8740;139.0580,1.8749336204322287,1.8749513490442853,9.455594514613829e-06,1.5925807210329505e-08,512,5,False,False
621_left_LAD_mid_20mm_80ds_discrete_T3_stenosis_length_B_rederived,1,55,41.8434;-164.6590;139.7400,1.489792681382129,1.4799772219604228,-0.006588473379128154,1.7162701180129355e-08,519,4,True,False
621_left_LAD_mid_20mm_80ds_discrete_T3_stenosis_length_C_flowmatched,0,32,41.9639;-163.8740;139.0580,1.8749336204322287,1.881081082955852,0.003278762755454853,1.5925807210329505e-08,512,5,False,False
621_left_LAD_mid_20mm_80ds_discrete_T3_stenosis_length_C_flowmatched,1,55,41.8434;-164.6590;139.7400,1.489792681382129,1.484341928135961,-0.003658732731262323,1.7162701180129355e-08,519,4,True,False
621_left_LAD_mid_20mm_80ds_discrete_T4_taper_A_fixed,0,32,41.9639;-163.8740;139.0580,1.8749336204322287,1.8750097688137717,4.0613907987614856e-05,1.5925807210329505e-08,512,5,False,False
621_left_LAD_mid_20mm_80ds_discrete_T4_taper_A_fixed,1,55,41.8434;-164.6590;139.7400,1.489792681382129,1.4476330690746524,-0.028298979337422807,1.543401308365475e-08,519,4,True,False
621_left_LAD_mid_20mm_80ds_discrete_T4_taper_B_rederived,0,32,41.9639;-163.8740;139.0580,1.8749336204322287,1.9691251643308991,0.05023726860098462,1.5925807210329505e-08,512,5,False,False
621_left_LAD_mid_20mm_80ds_discrete_T4_taper_B_rederived,1,55,41.8434;-164.6590;139.7400,1.489792681382129,1.4992234589608717,0.006330261718022174,1.543401308365475e-08,519,4,True,False
621_left_LAD_mid_20mm_80ds_discrete_T4_taper_C_flowmatched,0,32,41.9639;-163.8740;139.0580,1.8749336204322287,1.909673933027055,0.018528822682702565,1.5925807210329505e-08,512,5,False,False
621_left_LAD_mid_20mm_80ds_discrete_T4_taper_C_flowmatched,1,55,41.8434;-164.6590;139.7400,1.489792681382129,1.4581053691978134,-0.0212696119267535,1.543401308365475e-08,519,4,True,False
