scan,side,vessel,loc,L_mm,ds_pct,bed,band_cohort,ffr_clean,flip_clean,n_outlets_clean,error_type,protocol,status,meas_same_point,n_outlets,n_outlets_shared,n_territories,info_cut_arc_mm,info_length_lost_mm,info_segments_deleted,C_clean,C,C_ratio,ffr,dFFR,flip,flip_dir,outlet_flow_residual,inflow_mls,inflow_clean_mls,converged,iters,mass_err,fit_n_basins,fit_loss_at_Cstart,fit_loss,fit_at_bound,info_length_delta_mm,info_radius_scale,info_segments_scaled,info_from_arc_mm,info_branch_r_mm,info_branch_arc_mm,info_branch_to_host_ratio
280,left,LAD,prox,20.0,80,leaky,"[0.65, 0.7)",0.6818151296140292,1,6,T1_missed_branch,,skipped: no deletable downstream branch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,left,LAD,prox,20.0,80,leaky,"[0.65, 0.7)",0.6818151296140292,1,6,T2_truncation,A_fixed,ok,False,6.0,6.0,2.0,45.25878242459415,95.63090078027513,0.0,56.570754601289416,56.570754601289416,1.0,0.8201626808091358,0.13834755119510656,1.0,to_negative,0.020364824618122893,1.255865188442537,1.3272413697275147,True,28.0,5.129618321797559e-12,,,,,,,,,,,
280,left,LAD,prox,20.0,80,leaky,"[0.65, 0.7)",0.6818151296140292,1,6,T2_truncation,B_rederived,ok,False,6.0,6.0,2.0,45.25878242459415,95.63090078027513,0.0,56.570754601289416,60.1358226804093,1.0630196309779933,0.6387029737805279,-0.043112155833501364,0.0,,0.08108178738275278,1.2881411167644095,1.3272413697275147,True,28.0,9.338205640395785e-12,,,,,,,,,,,
280,left,LAD,prox,20.0,80,leaky,"[0.65, 0.7)",0.6818151296140292,1,6,T2_truncation,C_flowmatched,ok,False,6.0,6.0,2.0,45.25878242459415,95.63090078027513,0.0,56.570754601289416,61.503065601328885,1.0871883543856253,0.6448045332513658,-0.03701059636266346,0.0,,0.07833594790807986,1.2621523923416726,1.3272413697275147,True,28.0,5.778355671112997e-12,1.0,0.0065742562451819265,0.006136520734657401,False,,,,,,,
280,left,LAD,prox,20.0,80,leaky,"[0.65, 0.7)",0.6818151296140292,1,6,T3_stenosis_length,A_fixed,ok,True,6.0,6.0,2.0,,,,56.570754601289416,56.570754601289416,1.0,0.6660386975947484,-0.015776432019280806,0.0,,0.0037132716750135106,1.322464440824526,1.3272413697275147,True,28.0,5.230288871106513e-12,,,,,2.46,,,,,,
280,left,LAD,prox,20.0,80,leaky,"[0.65, 0.7)",0.6818151296140292,1,6,T3_stenosis_length,B_rederived,ok,True,6.0,6.0,2.0,,,,56.570754601289416,56.570754601289416,1.0,0.6660386975947484,-0.015776432019280806,0.0,,0.0037132716750135106,1.322464440824526,1.3272413697275147,True,28.0,5.230288871106513e-12,,,,,2.46,,,,,,
280,left,LAD,prox,20.0,80,leaky,"[0.65, 0.7)",0.6818151296140292,1,6,T3_stenosis_length,C_flowmatched,ok,True,6.0,6.0,2.0,,,,56.570754601289416,56.42217273929882,0.9973735216537627,0.6653578436834809,-0.016457285930548293,0.0,,0.002764761719099537,1.3256856481026513,1.3272413697275147,True,28.0,1.1537011382741456e-11,1.0,1.3788386532457642e-05,7.643907363398228e-06,False,2.46,,,,,,
280,left,LAD,prox,20.0,80,leaky,"[0.65, 0.7)",0.6818151296140292,1,6,T4_taper,A_fixed,ok,True,6.0,6.0,2.0,,,,56.570754601289416,56.570754601289416,1.0,0.6766334507012558,-0.005181678912773435,0.0,,0.0005917869161114147,1.2568396943493376,1.3272413697275147,True,28.0,3.5562061928176284e-12,,,,,,0.93,5.0,10.319623109829665,,,
280,left,LAD,prox,20.0,80,leaky,"[0.65, 0.7)",0.6818151296140292,1,6,T4_taper,B_rederived,ok,True,6.0,6.0,2.0,,,,56.570754601289416,54.842947055917264,0.9694575835597432,0.6728782504647587,-0.008936879149270549,0.0,,0.06472276916999713,1.3428081020675813,1.3272413697275147,True,28.0,2.762712367481913e-12,,,,,,0.93,5.0,10.319623109829665,,,
280,left,LAD,prox,20.0,80,leaky,"[0.65, 0.7)",0.6818151296140292,1,6,T4_taper,C_flowmatched,ok,True,6.0,6.0,2.0,,,,56.570754601289416,58.210596920092975,1.0289874570413842,0.6878717215290023,0.006056591914973097,0.0,,0.02809794203070823,1.269724753286225,1.3272413697275147,True,28.0,7.265215588208892e-12,1.0,0.00418903684903273,0.0007894943463610401,False,,0.93,5.0,10.319623109829665,,,
280,left,LAD,prox,20.0,80,discrete,"[0.65, 0.7)",0.6142179175355617,1,6,T1_missed_branch,,skipped: no deletable downstream branch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,left,LAD,prox,20.0,80,discrete,"[0.65, 0.7)",0.6142179175355617,1,6,T2_truncation,A_fixed,ok,False,6.0,6.0,2.0,45.25878242459415,72.10391083968655,0.0,135.35396285081254,135.35396285081254,1.0,0.7942602840937313,0.18004236655816963,0.0,,0.04274583852554666,1.1540235998019952,1.2407655885400135,True,28.0,9.483969367340061e-12,,,,,,,,,,,
280,left,LAD,prox,20.0,80,discrete,"[0.65, 0.7)",0.6142179175355617,1,6,T2_truncation,B_rederived,ok,False,6.0,6.0,2.0,45.25878242459415,72.10391083968655,0.0,135.35396285081254,136.9584704157326,1.0118541602412376,0.6054431729207244,-0.008774744614837293,0.0,,0.15122036750722567,1.236867784785066,1.2407655885400135,True,28.0,7.914989109227702e-12,,,,,,,,,,,
