bed,scan,vessel,applicable,lost_mm,margin_meas_mm,why
leaky,3,LAD,True,81.68496386217438,5.000000000000001,
leaky,3,LCX,True,66.50504005176872,5.000000000000001,
leaky,3,RCA,True,92.1315800165638,5.000000000000001,
leaky,14,LAD,True,72.80569364411396,5.000000000000001,
leaky,42,RCA,True,106.09038337619562,5.000000000000001,
leaky,43,LCX,True,111.06426555029694,5.000000000000001,
leaky,43,LAD,True,66.59481121303637,5.000000000000001,
leaky,45,LCX,True,61.640751402381845,5.000000000000001,
leaky,52,LCX,True,44.1695902410677,5.000000000000001,
leaky,52,LCX,True,44.1695902410677,5.000000000000001,
leaky,69,LCX,True,58.88698347364949,5.000000000000001,
leaky,69,LCX,True,58.88698347364949,5.000000000000001,
leaky,69,RCA,True,125.97355138965827,5.000000000000001,
leaky,85,RCA,True,113.21580220242434,5.000000000000001,
leaky,87,RCA,True,47.99834603679304,5.000000000000001,
leaky,88,RCA,True,89.57568456594616,5.000000000000001,
leaky,95,LCX,True,74.10684804640208,5.000000000000001,
leaky,95,RCA,True,80.54304132652962,5.000000000000001,
leaky,102,LAD,True,71.27761584867906,5.000000000000001,
leaky,102,LAD,True,101.32555644728114,5.000000000000001,
leaky,112,RCA,True,91.56414950940304,5.000000000000001,
leaky,125,RCA,True,65.78831539019723,5.000000000000001,
leaky,129,LCX,True,2.381324064809169,5.000000000000001,
leaky,138,LAD,True,99.36609085000217,5.000000000000001,
leaky,139,RCA,True,150.81755517628082,5.000000000000001,
leaky,151,LCX,True,60.00954405565594,5.000000000000001,
leaky,151,LCX,True,60.00954405565594,5.000000000000001,
leaky,196,LCX,True,61.302622401742866,5.000000000000001,
leaky,196,LCX,True,61.302622401742866,5.000000000000001,
leaky,211,LAD,True,107.0252315662127,5.000000000000001,
leaky,211,RCA,True,83.75572105093151,5.000000000000001,
leaky,244,LAD,True,35.37784943210806,5.000000000000001,
leaky,244,LAD,True,35.37784943210806,5.000000000000001,
leaky,252,LAD,True,83.11495325145704,5.000000000000001,
leaky,272,LAD,True,70.40371701976161,5.000000000000001,
leaky,272,RCA,True,113.51247152264293,5.000000000000001,
leaky,272,RCA,True,113.51247152264293,5.000000000000001,
leaky,273,LCX,True,58.87454523378154,5.000000000000001,
leaky,273,LCX,True,58.87454523378154,5.000000000000001,
leaky,274,LAD,True,56.337513321507885,5.000000000000001,
leaky,274,LAD,True,81.1305541520497,5.000000000000001,
leaky,280,LAD,True,85.70233008435493,5.000000000000001,
leaky,306,LAD,True,97.48924174820162,5.000000000000001,
leaky,306,LCX,True,23.082507393316966,5.000000000000001,
leaky,324,LAD,True,48.81909692369026,5.000000000000001,
leaky,324,RCA,True,147.39702245873733,5.000000000000001,
leaky,328,LAD,True,86.01982857714788,5.000000000000001,
leaky,335,LAD,True,95.56547036252216,5.000000000000001,
leaky,335,LAD,True,90.56547036252216,5.000000000000001,
leaky,335,RCA,True,120.15579941052093,5.000000000000001,
leaky,341,RCA,True,112.05868479819395,5.000000000000001,
leaky,363,RCA,True,85.03046345554928,5.000000000000001,
leaky,368,LAD,True,59.96040242240919,5.000000000000001,
leaky,368,LCX,True,22.60572265271073,5.000000000000001,
leaky,406,LCX,True,55.367488401584325,5.000000000000001,
leaky,423,RCA,True,105.60291216580545,5.000000000000001,
leaky,448,RCA,True,177.27070681798116,5.000000000000001,
leaky,461,LAD,True,103.01970426197202,5.000000000000001,
leaky,461,LAD,True,83.039385975793,5.000000000000001,
leaky,465,RCA,True,155.3997259829913,5.000000000000001,
leaky,466,LCX,True,30.98061212172423,5.000000000000001,
leaky,466,LCX,True,30.98061212172423,5.000000000000001,
leaky,466,RCA,True,148.0350727959318,5.000000000000001,
leaky,473,LCX,True,32.645007915154075,5.000000000000001,
leaky,473,RCA,True,92.54885495578229,5.000000000000001,
leaky,488,LAD,True,81.4808168430194,5.000000000000001,
leaky,496,RCA,True,68.26189559766989,5.000000000000001,
leaky,509,LAD,True,59.03137308923567,5.000000000000001,
leaky,512,RCA,True,103.34632257541207,5.000000000000001,
leaky,544,LCX,True,59.27868310954822,5.000000000000001,
leaky,544,RCA,True,51.619520394239196,5.000000000000001,
leaky,544,RCA,True,76.7281803514094,5.000000000000001,
leaky,546,RCA,True,114.65566699480189,5.000000000000001,
leaky,549,LAD,True,66.75980494151042,5.000000000000001,
leaky,549,LAD,True,66.75980494151042,5.000000000000001,
leaky,569,LCX,True,49.956988996418985,5.000000000000001,
leaky,569,LCX,True,70.34812745034021,5.000000000000001,
leaky,580,LCX,True,54.95824570285389,5.000000000000001,
leaky,580,LCX,True,59.958245702853894,5.000000000000001,
leaky,593,LAD,True,87.73206883749879,5.000000000000001,
leaky,616,RCA,True,112.01279019268217,5.000000000000001,
leaky,618,LCX,True,61.60813418330088,5.000000000000001,
leaky,621,LAD,True,68.48404059078985,5.000000000000001,
leaky,621,LCX,True,68.76154119654659,5.000000000000001,
leaky,621,RCA,True,55.490207494373614,5.000000000000001,
leaky,625,RCA,True,166.54399745423254,5.000000000000001,
leaky,659,LCX,True,14.214205314530812,5.000000000000001,
leaky,659,LCX,True,14.214205314530812,5.000000000000001,
leaky,661,LAD,True,9.527223241226977,5.000000000000001,
leaky,667,LAD,True,71.17031535612027,5.000000000000001,
leaky,667,LCX,True,10.25104754330497,5.000000000000001,
leaky,669,LCX,True,38.23257454818412,5.000000000000001,
leaky,675,RCA,True,95.28065534356206,5.000000000000001,
leaky,683,RCA,True,74.28566502077588,5.000000000000001,
leaky,683,RCA,True,54.468513746007226,5.000000000000001,
leaky,690,LAD,True,33.783958603481615,5.000000000000001,
leaky,690,LCX,True,89.5475738862152,5.000000000000001,
leaky,698,LCX,True,39.40235927663263,5.000000000000001,
leaky,725,RCA,True,89.94750171283545,5.000000000000001,
leaky,725,RCA,True,89.94750171283545,5.000000000000001,
leaky,727,LAD,True,81.9256682560199,5.000000000000001,
leaky,738,LCX,True,68.79538065689424,5.000000000000001,
leaky,751,LAD,True,93.01373029876737,5.000000000000001,
leaky,751,LAD,True,98.01373029876738,5.000000000000001,
leaky,754,LCX,True,54.95333349705581,5.000000000000001,
leaky,754,LCX,True,54.95333349705581,5.000000000000001,
leaky,757,LAD,True,82.56135278736679,5.000000000000001,
leaky,757,LAD,True,107.40395246568266,5.000000000000001,
leaky,758,LAD,True,75.02772663728196,5.000000000000001,
leaky,768,RCA,True,69.47791731764885,5.000000000000001,
leaky,789,LCX,True,59.151395001770275,5.000000000000001,
leaky,806,LCX,True,48.42605712039956,5.000000000000001,
leaky,806,LAD,True,63.64510555675765,5.000000000000001,
leaky,808,LAD,True,38.84333391074088,5.000000000000001,
leaky,808,LAD,True,58.42714501335397,5.000000000000001,
leaky,812,LCX,True,39.352256484850855,5.000000000000001,
leaky,812,RCA,True,153.02582201366832,5.000000000000001,
leaky,813,RCA,True,42.63010961863835,5.000000000000001,
leaky,825,LAD,True,50.75676276306697,5.000000000000001,
leaky,825,RCA,True,62.75070803669955,5.000000000000001,
leaky,830,RCA,True,66.66847448902365,5.000000000000001,
leaky,830,RCA,True,66.66847448902365,5.000000000000001,
leaky,832,LAD,True,69.76977505133152,5.000000000000001,
leaky,832,LCX,True,73.07044435844153,5.000000000000001,
leaky,844,LCX,True,59.11408997358225,5.000000000000001,
leaky,847,LCX,True,85.31792418278117,5.000000000000001,
leaky,847,LCX,True,85.31792418278117,5.000000000000001,
leaky,869,RCA,True,90.4945757750752,5.000000000000001,
leaky,869,RCA,True,120.26626668568896,5.000000000000001,
leaky,890,RCA,True,63.746033904990036,5.000000000000001,
leaky,907,LCX,True,33.04455661380282,5.000000000000001,
leaky,908,LCX,True,50.2192177824014,5.000000000000001,
leaky,908,LCX,True,50.2192177824014,5.000000000000001,
leaky,928,LAD,True,91.83097560729625,5.000000000000001,
leaky,928,LCX,True,52.93605482784766,5.000000000000001,
leaky,928,RCA,True,70.96889098134747,5.000000000000001,
leaky,935,LAD,True,89.0652866830017,5.000000000000001,
leaky,935,LCX,True,66.27614101169787,5.000000000000001,
leaky,937,LCX,True,58.30929403077352,5.000000000000001,
leaky,937,LAD,True,84.63067719118925,5.000000000000001,
leaky,947,LAD,True,77.86847878879676,5.000000000000001,
leaky,958,LAD,True,93.46136087068845,5.000000000000001,
leaky,980,RCA,True,153.84531444695136,5.000000000000001,
leaky,984,LAD,True,96.19955083463843,5.000000000000001,
leaky,984,LAD,True,96.19955083463843,5.000000000000001,
leaky,984,RCA,True,174.78899943850143,5.000000000000001,
leaky,984,RCA,True,199.87441786580757,5.000000000000001,
leaky,985,LAD,True,94.52470909702063,5.000000000000001,
leaky,997,RCA,True,72.05876730122327,5.000000000000001,
leaky,997,RCA,True,92.33366188575305,5.000000000000001,
discrete,3,LAD,True,81.68496386217438,5.000000000000001,
discrete,3,LCX,True,66.50504005176872,5.000000000000001,
discrete,3,RCA,True,81.73690054419357,5.000000000000001,
discrete,14,LAD,True,64.74949834610788,5.000000000000001,
discrete,42,RCA,True,106.09038337619562,5.000000000000001,
discrete,43,LCX,True,78.80091425971933,5.000000000000001,
discrete,43,LAD,True,66.59481121303637,5.000000000000001,
discrete,45,LCX,True,51.75714715516224,5.000000000000001,
discrete,52,LCX,True,36.9259399434234,5.000000000000001,
discrete,52,LCX,True,36.9259399434234,5.000000000000001,
discrete,69,LCX,True,46.39063123512415,5.000000000000001,
discrete,69,LCX,True,46.39063123512415,5.000000000000001,
discrete,69,RCA,True,125.97355138965827,5.000000000000001,
discrete,85,RCA,True,113.21580220242434,5.000000000000001,
discrete,87,RCA,True,47.99834603679304,5.000000000000001,
discrete,88,RCA,True,81.27136344818253,5.000000000000001,
discrete,95,LCX,True,55.461221085509166,5.000000000000001,
discrete,95,RCA,True,51.54902991825844,5.000000000000001,
discrete,102,LAD,True,71.27761584867906,5.000000000000001,
discrete,102,LAD,True,101.32555644728114,5.000000000000001,
discrete,112,RCA,True,68.23502587656066,5.000000000000001,
discrete,125,RCA,True,62.67007852200673,5.000000000000001,
discrete,129,LCX,True,2.381324064809169,5.000000000000001,
discrete,138,LAD,True,99.36609085000217,5.000000000000001,
discrete,139,RCA,True,126.7799433339027,5.000000000000001,
discrete,151,LCX,True,58.27788166388844,5.000000000000001,
discrete,151,LCX,True,58.27788166388844,5.000000000000001,
discrete,196,LCX,True,44.3435272196905,5.000000000000001,
discrete,196,LCX,True,44.3435272196905,5.000000000000001,
discrete,211,LAD,True,76.32750423481068,5.000000000000001,
discrete,211,RCA,True,83.75572105093151,5.000000000000001,
discrete,244,LAD,True,35.37784943210806,5.000000000000001,
discrete,244,LAD,True,35.37784943210806,5.000000000000001,
discrete,252,LAD,True,83.11495325145704,5.000000000000001,
discrete,272,,,,,slot not eligible
discrete,272,RCA,True,101.32819171901595,5.000000000000001,
discrete,272,RCA,True,101.32819171901595,5.000000000000001,
discrete,273,LCX,True,53.473479836358806,5.000000000000001,
discrete,273,LCX,True,53.473479836358806,5.000000000000001,
discrete,274,LAD,True,47.44759248790572,5.000000000000001,
discrete,274,LAD,True,72.24063331844755,5.000000000000001,
discrete,280,LAD,True,62.17534014376636,5.000000000000001,
discrete,306,LAD,True,97.48924174820162,5.000000000000001,
discrete,306,LCX,True,23.082507393316966,5.000000000000001,
discrete,324,LAD,True,48.81909692369026,5.000000000000001,
discrete,324,RCA,True,143.46170368328777,5.000000000000001,
discrete,328,LAD,True,86.01982857714788,5.000000000000001,
discrete,335,LAD,True,82.49703802880975,5.000000000000001,
discrete,335,LAD,True,77.49703802880975,5.000000000000001,
discrete,335,RCA,True,109.41545277953779,5.000000000000001,
discrete,341,RCA,True,103.62725254706237,5.000000000000001,
discrete,363,RCA,True,75.56984085444347,5.000000000000001,
discrete,368,LAD,True,59.96040242240919,5.000000000000001,
discrete,368,LCX,True,17.00719498655033,5.000000000000001,
discrete,406,LCX,True,39.124305902339145,5.000000000000001,
discrete,423,RCA,True,105.60291216580545,5.000000000000001,
discrete,448,RCA,True,158.19386457254342,5.000000000000001,
discrete,461,LAD,True,103.01970426197202,5.000000000000001,
discrete,461,LAD,True,83.039385975793,5.000000000000001,
discrete,465,RCA,True,136.1107347324085,5.000000000000001,
discrete,466,LCX,True,30.98061212172423,5.000000000000001,
discrete,466,LCX,True,30.98061212172423,5.000000000000001,
discrete,466,RCA,True,103.31726938392669,5.000000000000001,
discrete,473,LCX,True,22.664766043034085,5.000000000000001,
discrete,473,RCA,True,84.10621316598109,5.000000000000001,
discrete,488,LAD,True,81.4808168430194,5.000000000000001,
discrete,496,RCA,True,61.99849048808694,5.000000000000001,
discrete,509,,,,,slot not eligible
discrete,512,RCA,True,101.61094140290031,5.000000000000001,
discrete,544,LCX,True,59.27868310954822,5.000000000000001,
discrete,544,RCA,True,46.962234726362766,5.000000000000001,
discrete,544,RCA,True,72.07089468353297,5.000000000000001,
discrete,546,RCA,True,101.92891600768813,5.000000000000001,
discrete,549,LAD,True,66.75980494151042,5.000000000000001,
discrete,549,LAD,True,66.75980494151042,5.000000000000001,
discrete,569,LCX,True,49.956988996418985,5.000000000000001,
discrete,569,LCX,True,70.34812745034021,5.000000000000001,
discrete,580,LCX,True,33.686852371154885,5.000000000000001,
discrete,580,LCX,True,38.68685237115489,5.000000000000001,
discrete,593,LAD,True,87.73206883749879,5.000000000000001,
discrete,616,RCA,True,105.47194764982731,5.000000000000001,
discrete,618,LCX,True,60.92531637656279,5.000000000000001,
discrete,621,LAD,True,68.48404059078985,5.000000000000001,
discrete,621,LCX,True,68.76154119654659,5.000000000000001,
discrete,621,RCA,True,53.43517779939448,5.000000000000001,
discrete,625,RCA,True,141.48317454329288,5.000000000000001,
discrete,659,LCX,True,14.214205314530812,5.000000000000001,
discrete,659,LCX,True,14.214205314530812,5.000000000000001,
discrete,661,LAD,True,5.760316401423577,5.000000000000001,
discrete,667,LAD,True,68.09442155317637,5.000000000000001,
discrete,667,LCX,True,7.365898447214955,5.000000000000001,
discrete,669,LCX,True,30.699338896246356,5.000000000000001,
discrete,675,RCA,True,95.28065534356206,5.000000000000001,
discrete,683,RCA,True,74.28566502077588,5.000000000000001,
discrete,683,RCA,True,54.468513746007226,5.000000000000001,
discrete,690,LAD,True,33.783958603481615,5.000000000000001,
discrete,690,LCX,True,89.5475738862152,5.000000000000001,
discrete,698,LCX,True,25.739733539747053,5.000000000000001,
discrete,725,RCA,True,89.94750171283545,5.000000000000001,
discrete,725,RCA,True,89.94750171283545,5.000000000000001,
discrete,727,LAD,True,81.9256682560199,5.000000000000001,
discrete,738,LCX,True,65.2388329008834,5.000000000000001,
discrete,751,LAD,True,87.68163014081372,5.000000000000001,
discrete,751,LAD,True,92.68163014081372,5.000000000000001,
discrete,754,LCX,True,51.78524886853136,5.000000000000001,
discrete,754,LCX,True,51.78524886853136,5.000000000000001,
discrete,757,LAD,True,82.56135278736679,5.000000000000001,
discrete,757,LAD,True,107.40395246568266,5.000000000000001,
discrete,758,LAD,True,66.07373698533851,5.000000000000001,
discrete,768,RCA,True,43.486875901732944,5.000000000000001,
discrete,789,LCX,True,59.151395001770275,5.000000000000001,
discrete,806,LCX,True,48.42605712039956,5.000000000000001,
discrete,806,LAD,True,63.64510555675765,5.000000000000001,
discrete,808,LAD,True,38.84333391074088,5.000000000000001,
discrete,808,LAD,True,58.42714501335397,5.000000000000001,
discrete,812,LCX,True,30.6724046138013,5.000000000000001,
discrete,812,RCA,True,153.02582201366832,5.000000000000001,
discrete,813,RCA,True,42.63010961863835,5.000000000000001,
discrete,825,LAD,True,50.75676276306697,5.000000000000001,
discrete,825,RCA,True,62.75070803669955,5.000000000000001,
discrete,830,RCA,True,66.66847448902365,5.000000000000001,
discrete,830,RCA,True,66.66847448902365,5.000000000000001,
discrete,832,LAD,True,65.10317921376665,5.000000000000001,
discrete,832,LCX,True,55.4321800464208,5.000000000000001,
discrete,844,LCX,True,52.86579615817127,5.000000000000001,
discrete,847,LCX,True,75.26031967644387,5.000000000000001,
discrete,847,LCX,True,75.26031967644387,5.000000000000001,
discrete,869,RCA,True,84.99682848381933,5.000000000000001,
discrete,869,RCA,True,114.76851939443308,5.000000000000001,
discrete,890,RCA,True,57.86421893075394,5.000000000000001,
discrete,907,LCX,True,24.8389467171623,5.000000000000001,
discrete,908,LCX,True,39.82205959904626,5.000000000000001,
discrete,908,LCX,True,39.82205959904626,5.000000000000001,
discrete,928,LAD,True,91.83097560729625,5.000000000000001,
discrete,928,LCX,True,52.93605482784766,5.000000000000001,
discrete,928,RCA,True,69.21553405362131,5.000000000000001,
discrete,935,LAD,True,89.0652866830017,5.000000000000001,
discrete,935,LCX,True,58.27828962336417,5.000000000000001,
discrete,937,LCX,True,47.21394304710448,5.000000000000001,
discrete,937,LAD,True,68.1373069652752,5.000000000000001,
discrete,947,LAD,True,73.51388190026924,5.000000000000001,
discrete,958,LAD,True,93.46136087068845,5.000000000000001,
discrete,980,RCA,True,153.84531444695136,5.000000000000001,
discrete,984,LAD,True,96.19955083463843,5.000000000000001,
discrete,984,LAD,True,96.19955083463843,5.000000000000001,
discrete,984,RCA,True,160.41609274634757,5.000000000000001,
discrete,984,RCA,True,185.5015111736537,5.000000000000001,
