scan,side,vessel,T,scheme,nout,meas_active,les_active,Qh_les_leaky,Qh_les,Qh_meas_leaky,Qh_meas,hffr_meas,base_meas_leaky,base_meas,r_ref_les,r_ref_meas,les65_meas,les65_meas_leaky,n_dn_br_ret,n_dn_br_all,runoff_ret_mm
878,left,LAD,0.5,share,4,True,True,0.48586841140856235,0.8803827936083326,0.36235423951193685,0.8803827936077716,0.963853308423762,0.9600399547840716,0.929792086345584,1.0277754032636826,0.9341311303528229,0.7631939453677336,0.8623801543018363,0.0,0.0,82.64330158519039
878,left,LAD,0.5,leaf3,4,True,True,0.48586841140856235,0.6231981780380254,0.36235423951193685,0.6231981780348944,0.9701354557126263,0.9600399547840716,0.9433112559945495,1.0277754032636826,0.9341311303528229,0.8248359341601299,0.8623801543018363,0.0,0.0,82.64330158519039
878,left,LAD,0.5,leaf266,4,True,True,0.48586841140856235,0.6039670910959971,0.36235423951193685,0.6039670910948379,0.9707217794123506,0.9600399547840716,0.9445429038058,1.0277754032636826,0.9341311303528229,0.8299426444095028,0.8623801543018363,0.0,0.0,82.64330158519039
878,left,LAD,0.5,apport,4,True,True,0.48586841140856235,0.7637373790011384,0.36235423951193685,0.7637373790004754,0.9664776548266558,0.9600399547840716,0.9354372767796281,1.0277754032636826,0.9341311303528229,0.7897447099978544,0.8623801543018363,0.0,0.0,82.64330158519039
878,left,LAD,0.5,origin,4,True,True,0.48586841140856235,0.8177161201436177,0.36235423951193685,0.8177161201449962,0.9661192976117569,0.9600399547840716,0.934033602005892,1.0277754032636826,0.9341311303528229,0.7782953201820387,0.8623801543018363,0.0,0.0,82.64330158519039
878,left,LAD,0.5,length,4,True,True,0.48586841140856235,0.8026050506957524,0.36235423951193685,0.8026050506944827,0.9676065527750457,0.9600399547840716,0.9364495070181678,1.0277754032636826,0.9341311303528229,0.7832240789311421,0.8623801543018363,0.0,0.0,82.64330158519039
878,left,LAD,0.6,share,4,True,True,0.48586841140856235,0.8754653474993572,0.36235423951193685,0.8754653474985039,0.9640171954599209,0.9600399547840716,0.9301032861795595,1.0277754032636826,0.9341311303528229,0.7643413482700592,0.8623801543018363,0.0,0.0,82.64330158519039
878,left,LAD,0.6,leaf3,4,True,True,0.48586841140856235,0.58363106410829,0.36235423951193685,0.5836310641058311,0.9712762237287864,0.9600399547840716,0.9457713239947971,1.0277754032636826,0.9341311303528229,0.8353121386470921,0.8623801543018363,0.0,0.0,82.64330158519039
878,left,LAD,0.6,leaf266,4,True,True,0.48586841140856235,0.5682350019177634,0.36235423951193685,0.5682350019174207,0.9717496576600492,0.9600399547840716,0.9467732652138907,1.0277754032636826,0.9341311303528229,0.8394685998469165,0.8623801543018363,0.0,0.0,82.64330158519039
878,left,LAD,0.6,apport,4,True,True,0.48586841140856235,0.7456484556325096,0.36235423951193685,0.745648455628077,0.9669889926896843,0.9600399547840716,0.9364969006781747,1.0277754032636826,0.9341311303528229,0.794172541032394,0.8623801543018363,0.0,0.0,82.64330158519039
878,left,LAD,0.6,origin,4,True,True,0.48586841140856235,0.8120033729700304,0.36235423951193685,0.8120033729695901,0.966315921124319,0.9600399547840716,0.9344109776574381,1.0277754032636826,0.9341311303528229,0.7796897349558625,0.8623801543018363,0.0,0.0,82.64330158519039
878,left,LAD,0.6,length,4,True,True,0.48586841140856235,0.7946200054690491,0.36235423951193685,0.7946200054690136,0.9678896618994988,0.9600399547840716,0.9369901144892913,1.0277754032636826,0.9341311303528229,0.785204134809084,0.8623801543018363,0.0,0.0,82.64330158519039
878,left,LAD,0.75,share,3,True,True,0.48586841140856235,0.8719439084416734,0.36235423951193685,0.8719439084393444,0.9642378062993724,0.9600399547840716,0.9307856894274474,1.0277754032636826,0.9341311303528229,0.7664391167367519,0.8623801543018363,0.0,0.0,69.58810395043403
878,left,LAD,0.75,leaf3,3,True,True,0.48586841140856235,0.5746679088582808,0.36235423951193685,0.57466790885916,0.9731006216442721,0.9600399547840716,0.9487314104802921,1.0277754032636826,0.9341311303528229,0.8403608823305513,0.8623801543018363,0.0,0.0,69.58810395043403
878,left,LAD,0.75,leaf266,3,True,True,0.48586841140856235,0.5754182801339707,0.36235423951193685,0.5754182801336538,0.9730870689302014,0.9600399547840716,0.948696886237381,1.0277754032636826,0.9341311303528229,0.8401720451829607,0.8623801543018363,0.0,0.0,69.58810395043403
878,left,LAD,0.75,apport,3,True,True,0.48586841140856235,0.793850928975011,0.36235423951193685,0.7938509289734368,0.9660038563867123,0.9600399547840716,0.9345122274134646,1.0277754032636826,0.9341311303528229,0.7839607288440628,0.8623801543018363,0.0,0.0,69.58810395043403
878,left,LAD,0.75,origin,3,True,True,0.48586841140856235,0.8090331635909174,0.36235423951193685,0.8090331635889565,0.966622804100089,0.9600399547840716,0.9351775679826788,1.0277754032636826,0.9341311303528229,0.7817015413401862,0.8623801543018363,0.0,0.0,69.58810395043403
878,left,LAD,0.75,length,3,True,True,0.48586841140856235,0.660707809621367,0.36235423951193685,0.6607078096186595,0.9710532904023086,0.9600399547840716,0.9441176458137152,1.0277754032636826,0.9341311303528229,0.818442801959069,0.8623801543018363,0.0,0.0,69.58810395043403
878,left,LAD,0.9,share,2,True,True,0.48586841140856235,1.2968131346722938,0.36235423951193685,1.2968131346698961,0.9527496837407924,0.9600399547840716,0.889715444968359,1.0277754032636826,0.9341311303528229,0.6324040248664586,0.8623801543018363,0.0,0.0,29.5061455299882
878,left,LAD,0.9,leaf3,2,True,True,0.48586841140856235,0.8689472270887958,0.36235423951193685,0.8689472270884564,0.96737391456557,0.9600399547840716,0.9266807524478166,1.0277754032636826,0.9341311303528229,0.7427709936640812,0.8623801543018363,0.0,0.0,29.5061455299882
878,left,LAD,0.9,leaf266,2,True,True,0.48586841140856235,0.8690945001169558,0.36235423951193685,0.8690945001160769,0.9673688808512191,0.9600399547840716,0.9266681577848755,1.0277754032636826,0.9341311303528229,0.742728379378962,0.8623801543018363,0.0,0.0,29.5061455299882
878,left,LAD,0.9,apport,2,True,True,0.48586841140856235,1.2468318377723668,0.36235423951193685,1.2468318377721126,0.9544580180806247,0.9600399547840716,0.8940571213275583,1.0277754032636826,0.9341311303528229,0.6439145992638848,0.8623801543018363,0.0,0.0,29.5061455299882
878,left,LAD,0.9,origin,2,True,True,0.48586841140856235,1.0462707801763869,0.36235423951193685,1.046270780174043,0.9613130891409153,0.9600399547840716,0.9114347718573169,1.0277754032636826,0.9341311303528229,0.6937450883153906,0.8623801543018363,0.0,0.0,29.5061455299882
878,left,LAD,0.9,length,2,True,True,0.48586841140856235,0.9071048840014899,0.36235423951193685,0.9071048839981722,0.9660697059980614,0.9600399547840716,0.9234133222188211,1.0277754032636826,0.9341311303528229,0.7318327865038745,0.8623801543018363,0.0,0.0,29.5061455299882
878,left,LAD,1.0,share,1,False,True,0.48586841140856235,1.7752775505482514,0.36235423951193685,,,0.9600399547840716,,1.0277754032636826,0.9341311303528229,,,,,
878,left,LAD,1.0,leaf3,1,False,True,0.48586841140856235,1.7752775505488028,0.36235423951193685,,,0.9600399547840716,,1.0277754032636826,0.9341311303528229,,,,,
878,left,LAD,1.0,leaf266,1,False,True,0.48586841140856235,1.7752775505488028,0.36235423951193685,,,0.9600399547840716,,1.0277754032636826,0.9341311303528229,,,,,
878,left,LAD,1.0,apport,1,False,True,0.48586841140856235,1.7752775505482514,0.36235423951193685,,,0.9600399547840716,,1.0277754032636826,0.9341311303528229,,,,,
878,left,LAD,1.0,origin,1,False,True,0.48586841140856235,1.7752775505482514,0.36235423951193685,,,0.9600399547840716,,1.0277754032636826,0.9341311303528229,,,,,
878,left,LAD,1.0,length,1,False,True,0.48586841140856235,1.7752775505488028,0.36235423951193685,,,0.9600399547840716,,1.0277754032636826,0.9341311303528229,,,,,
878,right,RCA,0.5,share,2,True,True,1.4575129257867232,1.691477937947984,1.199909309026656,1.6914779379425038,0.9807730388000789,0.978489610392393,0.9767424185984558,1.3681240763236147,1.2728725339172349,0.7881364866182132,0.8053955914447748,1.0,1.0,161.5582142372015
878,right,RCA,0.5,leaf3,2,True,True,1.4575129257867232,1.691477937947984,1.199909309026656,1.6914779379425038,0.9807730388000789,0.978489610392393,0.9763540128708356,1.3681240763236147,1.2728725339172349,0.7839942087797608,0.8053955914447748,1.0,1.0,161.5582142372015
878,right,RCA,0.5,leaf266,2,True,True,1.4575129257867232,1.691477937947984,1.199909309026656,1.6914779379425038,0.9807730388000764,0.978489610392393,0.9763532070523112,1.3681240763236147,1.2728725339172349,0.7839856332312233,0.8053955914447748,1.0,1.0,161.5582142372015
878,right,RCA,0.5,apport,2,True,True,1.4575129257867232,1.691477937947984,1.199909309026656,1.6914779379425038,0.9807730388000792,0.978489610392393,0.9764588672556652,1.3681240763236147,1.2728725339172349,0.7851107286392074,0.8053955914447748,1.0,1.0,161.5582142372015
878,right,RCA,0.5,origin,2,True,True,1.4575129257867232,1.691477937947984,1.199909309026656,1.6914779379425038,0.9807730388000796,0.978489610392393,0.9767424185984561,1.3681240763236147,1.2728725339172349,0.7881364866186614,0.8053955914447748,1.0,1.0,161.5582142372015
878,right,RCA,0.5,length,2,True,True,1.4575129257867232,1.6914779379469636,1.199909309026656,1.6914779379417066,0.9807730388000929,0.978489610392393,0.9767213946915648,1.3681240763236147,1.2728725339172349,0.7879118248129998,0.8053955914447748,1.0,1.0,161.5582142372015
878,right,RCA,0.6,share,2,True,True,1.4575129257867232,1.691477937947984,1.199909309026656,1.6914779379425038,0.9807730388000757,0.978489610392393,0.9768321899254193,1.3681240763236147,1.2728725339172349,0.7890963469709843,0.8053955914447748,1.0,1.0,148.04865371322182
878,right,RCA,0.6,leaf3,2,True,True,1.4575129257867232,1.6914779379510456,1.199909309026656,1.6914779379456928,0.9807730388000407,0.978489610392393,0.9761138589065081,1.3681240763236147,1.2728725339172349,0.7814419292316733,0.8053955914447748,1.0,1.0,148.04865371322182
878,right,RCA,0.6,leaf266,2,True,True,1.4575129257867232,1.691477937947984,1.199909309026656,1.6914779379425038,0.9807730388000793,0.978489610392393,0.9761143432804678,1.3681240763236147,1.2728725339172349,0.7814470699803941,0.8053955914447748,1.0,1.0,148.04865371322182
